Account Name,Corporate Structure,Certified B Corp,State of Incorporation,Operating State/Province,Operating Country,Website
Global Intellectual Property Inc.,Benefit Corporation,FALSE,NV,,,
Global Logistics Ltd,Benefit Corporation,FALSE,CO,,,
Global Picture Group,Benefit Corporation,FALSE,NV,,,
Global Rec Products Inc.,Benefit Corporation,FALSE,NV,,,
Global Select Group Inc.,Benefit Corporation,FALSE,NV,,,
Global Social Solar Inc.,Benefit Corporation,FALSE,DE,,,
Global Sports Nutritions Inc,Benefit Corporation,FALSE,NV,,,
Global Tiger Inc.,Benefit Corporation,FALSE,NV,,,
Global Trading Company Usa Corp,Benefit Corporation,FALSE,NV,,,
Glory Entertainment LLC,Benefit Corporation,FALSE,OR,,,
Gloyoo Inc.,Benefit Corporation,FALSE,NV,,,
GLP Music Inc,Benefit Corporation,FALSE,NY,,,
"Gluestick, Inc.",Benefit Corporation,FALSE,DE,,,
Gluten Free Home Brewing LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.glutenfreehomebrewing.org
GMAM HOLDINGS CORP.,Benefit Corporation,FALSE,NY,,,
GMC Trading LLC,Benefit LLC,FALSE,OR,,,
Gms Logistics Corp,Benefit Corporation,FALSE,NV,,,
"Go Copia, PBC",Benefit Corporation,FALSE,DE,California,United States,gocopia.com/#
Goal International,Benefit Corporation,FALSE,CO,Colorado,United States,
Gobasics Inc,Benefit Corporation,FALSE,NV,,,
Goblin Shark LLC,Benefit LLC,FALSE,OR,,,
"Goby Gives, Inc.",Benefit Corporation,FALSE,NY,,,
God Is Great Enterprises Inc.,Benefit Corporation,FALSE,NV,,,
"God'S Word Shall Always Rule, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
"GoEdu Co, Public Benefit Corporation",Benefit Corporation,FALSE,CO,,,
Gogreenlighting.Com Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Going 2 Natural Inc,Benefit Corporation,FALSE,OR,,,
Goingfitbitbybit.Com Inc.,Benefit Corporation,FALSE,DE,,,
Gold Medal Swimming Clinics Inc,Benefit Corporation,FALSE,ID,,,
Gold Mind Design LLC,Benefit LLC,FALSE,OR,,,
Gold Retail Inc,Benefit Corporation,FALSE,NY,,,
Gold Star Construction Inc.,Benefit Corporation,FALSE,NV,,,
Golden Labs Testing Inc.,Benefit Corporation,FALSE,NV,,,
Golden Sky LLC,Benefit LLC,FALSE,OR,,,
Golden Synergy LLC,Benefit LLC,FALSE,OR,,,
Goldfinger Garden Design LLC,Benefit LLC,FALSE,OR,,,
Goldnbase Group Bv Corp.,Benefit Corporation,FALSE,NV,,,
Gonzalez Siding Inc,Benefit Corporation,FALSE,CO,,,
Gonzo Orchards LLC,Benefit LLC,FALSE,OR,,,www.gonzoorchards.com
"Good Business Initiatives, LLC",Benefit LLC,FALSE,OR,,,
Good Clean Love,Benefit Corporation,TRUE,OR,Oregon,United States,www.goodcleanlove.com
Good Coffee Concepts Inc.,Benefit Corporation,FALSE,MA,Massachusetts,United States,
"Good Done Great, Inc.",Benefit Corporation,FALSE,SC,South Carolina,United States,gooddonegreat.com
"Good Energy Guild ""Co"" ""Pbc""",Benefit Corporation,FALSE,CO,,,
"Good Goods Market, Pbc",Benefit Corporation,FALSE,DE,,,
Good Industries PBC,Benefit Corporation,FALSE,DE,New Jersey,United States,
Good Jobs Corporation,Benefit Corporation,FALSE,DE,,,
Good Money Intergalactic Public Benefit Corporation,Benefit Corporation,FALSE,DE,,,
Good Organics Inc.,Benefit Corporation,FALSE,DE,,,
Good Roll Paper Company LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.goodrollpaper.com
"Good2Give2, PBC",Benefit Corporation,FALSE,DE,,,
Goodmans Interior Structures,Benefit Corporation,TRUE,AZ,Arizona,United States,www.goodmans.info
"Goodmood, PBC",Benefit Corporation,FALSE,DE,,,
goodnet,Benefit Corporation,FALSE,CA,California,United States,www.goodnet.co
Goodnik,Benefit Corporation,FALSE,NY,New York,United States,www.goodnik.net
"Goodsocial, Inc.",Benefit Corporation,FALSE,DE,,,
GoodWell Inc.,Benefit Corporation,FALSE,ID,Idaho,United States,
Gopal Gallery LLC,Benefit LLC,FALSE,OR,Oregon,United States,gopalgallery.org
"Gorge Community Wellness, LLC",Benefit LLC,FALSE,OR,,,
"GPS IX, Inc.",Benefit Corporation,FALSE,NY,,,
"Gr Roguewood, LLC",Benefit LLC,FALSE,OR,Oregon,United States,www.roguewood.com
GRACE DELICIOUS KITCHEN INC,Benefit Corporation,FALSE,NY,,,
Grace Landscape LLC,Benefit LLC,FALSE,OR,,,
Grace Sourcing Incorporated,Benefit Corporation,FALSE,OR,,,
"Graciosa Donuts, Inc.",Benefit Corporation,FALSE,NH,New Hampshire,United States,
"Grady Family Chiropractic, P.C.",Benefit Corporation,FALSE,CO,Colorado,United States,
"Grains Of Salt, PBC",Benefit Corporation,FALSE,DE,,,
Grand Prairie Inc,Benefit Corporation,FALSE,NV,,,
Graphic Arts,Benefit Corporation,FALSE,MD,,,
"Grass-Fed Goodies, LLC",Benefit Corporation,FALSE,OR,,,
Grassroots Capital Management Corp PBC,Benefit Corporation,TRUE,DE,Massachusetts,United States,www.grassrootscap.com
Gratitude Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
Gratitude Incorporated,Benefit Corporation,FALSE,VA,,,
"Gravity Accelerator, PBC",Benefit Corporation,FALSE,DE,,,
"Gravity Network, PBC",Benefit Corporation,FALSE,DE,,,
Gravity Ventures,Benefit Corporation,FALSE,DE,Indiana,United States,gravityventures.com
Gray Squirrel LLC,Benefit LLC,FALSE,OR,,,
"Great Big Hack, Co.",Benefit Corporation,FALSE,MA,,,
Great Horizons Daycare Corp,Benefit Corporation,FALSE,NY,,,
Great Media Wall Networks Inc.,Benefit Corporation,FALSE,NV,,,
GREAT NECK FAMILY COFFEE SHOP CORP.,Benefit Corporation,FALSE,NY,,,
Great Northern Real Estate Trust,Benefit Corporation,FALSE,NV,,,
Great Pacific Iron Works,Benefit Corporation,FALSE,CA,California,United States,www.patagonia.com/us/home
Greater Good Land Trust,Benefit Corporation,FALSE,MD,,,
Greater Good Reserve,Benefit Corporation,FALSE,MD,,,
Green & Clean Inc,Benefit Corporation,FALSE,CO,,,
Green Action PBC,Benefit Corporation,FALSE,DE,,,www.greenactionpbc.com
Green Circle NY Inc.,Benefit Corporation,FALSE,NY,,,
Green Eyed Guy,Benefit Corporation,FALSE,MD,,,
Green For Green Pbc Ltd.,Benefit Corporation,FALSE,CO,,,
Green Girl Land Development Solutions,Benefit LLC,FALSE,OR,Oregon,United States,greengirlpdx.com
Green Gold Product Development PBC,Benefit Corporation,FALSE,DE,,,
Green Grasshopper LLC,Benefit LLC,FALSE,OR,,,
Green Homes For You,Benefit Corporation,FALSE,NV,,,
Green Kiss Inc,Benefit Corporation,FALSE,NV,,,
Green Leaf Plant Broker & Delivery Services LLC,Benefit LLC,FALSE,OR,,,
Green Market Labs PBC,Benefit Corporation,FALSE,DE,,,
Green Office Corp,Benefit Corporation,FALSE,NY,,,
Green Pbc Inc,Benefit Corporation,FALSE,NV,,,
Green Rabbits,Benefit Corporation,FALSE,NY,New York,United States,www.greenrabbits.org
"Green Retirement, Inc.",Benefit Corporation,TRUE,CA,California,United States,www.greenretirement.com
"Green Theme International, PBC",Benefit Corporation,FALSE,DE,,,www.greenthemeint.com
Green Tools,Benefit Corporation,FALSE,MD,,,
Green Valley Lawncare LLC,Benefit LLC,FALSE,OR,,,
Greenbelt Productions LLC,Benefit LLC,FALSE,OR,,,
GreenBrilliance LLC,Benefit Corporation,FALSE,VA,Virginia,United States,www.greenbrilliance.com
"Greenbuck, Pbc",Benefit Corporation,FALSE,DE,,,
Greenerprinter,Benefit Corporation,TRUE,CA,California,United States,www.greenerprinter.com
"Greenhaven, LLC",Benefit LLC,FALSE,OR,,,
"Greenhealth Exchange, P.B.C.",Benefit Corporation,FALSE,DE,Virginia,United States,www.greenhealthexchange.com
"Greening Up The City, LLC",Benefit LLC,FALSE,OR,,,
Greenland Group Realty Inc.,Benefit Corporation,FALSE,NY,,,
Greenleaf Products Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Greenlife Botanix Inc,Benefit Corporation,FALSE,NV,,,
"Greenman Urban Forestry Consultants, PBC",Benefit Corporation,FALSE,CO,Colorado,United States,
GREENPOWER OVERSEAS INC,Benefit Corporation,FALSE,NY,,,
Greentech Matrix Inc. PBC,Benefit Corporation,FALSE,CO,,,
"Greentown Labs, Inc.",Benefit Corporation,FALSE,DE,,,
"Greenway Gardens, Inc.",Benefit Corporation,FALSE,OR,,,
Greenway Ventures Inc.,Benefit Corporation,FALSE,CO,,,
Greenwell Financial,Benefit Corporation,FALSE,CT,Connecticut,United States,www.greenwellfinancial.com
GreenZone Hero Inc.,Benefit Corporation,FALSE,FL,Florida,United States,www.greenzonehero.com
Greg Burnstein,Benefit Corporation,FALSE,CA,California,United States,www.DocBurnsteins.com
"Grey Market Labs, PBC",Benefit Corporation,FALSE,DE,,,
"Greyston Bakery, Inc.",Benefit Corporation,TRUE,NY,New York,United States,greystonbakery.com
"G-Ride, Inc.",Benefit Corporation,FALSE,IL,,,
Grider Transport Inc.,Benefit Corporation,FALSE,PA,,United States,
Griffin Motosports LLC,Benefit Corporation,FALSE,OR,,,
GRISALES CORP,Benefit Corporation,FALSE,NY,,,
Griswold and Griswold Insurance Agency,Benefit Corporation,TRUE,CA,California,United States,www.griswoldinsurance.com
Gro.City Inc.,Benefit Corporation,FALSE,NV,,,
Ground Up Organics LLC,Benefit LLC,FALSE,OR,,,
"Grounds For Restoration, Inc.",Benefit Corporation,FALSE,PA,,,
Groundwork Market Garden,Benefit Corporation,FALSE,NY,New York,United States,Groundworkmg.com
Group14 Engineering,Benefit Corporation,TRUE,CO,Colorado,United States,www.group14eng.com
"Group14 Engineering, PBC",Benefit Corporation,FALSE,CO,,,
GROUPE Inc,Benefit Corporation,FALSE,NY,,,
Grow Brand Imports Inc.,Benefit Corporation,FALSE,DE,,,
Grow Corp,Benefit Corporation,FALSE,NV,,,
"Grow Games Interactive, PBC",Benefit Corporation,FALSE,DE,California,United States,growgamesinteractive.com
"Grow Progress, Inc.",Benefit Corporation,FALSE,DE,,,
Grpc Group Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Gsm Exports Inc.,Benefit Corporation,FALSE,NV,,,
GSMP LLC,Benefit LLC,FALSE,OR,,,
"Gsu Aquaponics, LLC",Benefit LLC,FALSE,OR,,,
Gtm Services LLC,Benefit Corporation,FALSE,OR,,,
Guard Publishing Company,Benefit Corporation,FALSE,OR,,,
"Guardian Health, PBC",Benefit Corporation,FALSE,DE,,,
Guayaki Sustainable Rainforest Products,Benefit Corporation,TRUE,CA,California,United States,guayaki.com
Guidance Health,Benefit Corporation,FALSE,IL,Illinois,United States,
Guinness Law Firm Pc,Benefit Corporation,FALSE,NV,Nevada,United States,
Guisto Orchards LLC,Benefit LLC,FALSE,OR,,,
Guitron Transport Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Gulf E&P Company,Benefit Corporation,FALSE,NV,Nevada,United States,
"Gumdrop Lane, Inc.",Benefit Corporation,FALSE,NY,,,
Gunnison Community Capital Group,Benefit Corporation,FALSE,CO,Colorado,United States,
Gunnysack Girls LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Gurl Friday LLC,Benefit LLC,FALSE,OR,,,
"Gutsy Girl Club, Inc",Benefit Corporation,FALSE,CT,,,
Gz Cleaning LLC,Benefit LLC,FALSE,OR,,,
H & G Fine Touch Cleaning LLC,Benefit LLC,FALSE,OR,,,
"H Collaborative, LLC",Benefit LLC,FALSE,OR,Oregon,97293,www.hcollaborative.com
H H & KING CORP.,Benefit Corporation,FALSE,NY,,,
H Sub Louisville,Benefit Corporation,FALSE,CO,,,
H.E.L.P.CORP,Benefit Corporation,FALSE,NY,New York,United States,
H20 SPA INC.,Benefit Corporation,FALSE,NY,,,
Habber LLC,Benefit LLC,FALSE,OR,,,
Habitus,Benefit Corporation,FALSE,MA,Massachusetts,United States,
Hacker Lab,Benefit Corporation,FALSE,CA,California,United States,hackerlab.org
Hair on the avenue corp,Benefit Corporation,FALSE,NY,,,
"Hair, Head + Heart, GBC",Benefit Corporation,FALSE,MN,Minnesota,United States,
"Haiti Global Trade, PBC",Benefit Corporation,FALSE,DE,,,
Haji Transport Services LLC,Benefit LLC,FALSE,OR,,,
Hallie'S Curls Corp.,Benefit Corporation,FALSE,NV,Nevada,United States,
Halo Hall Inc,Benefit Corporation,FALSE,NV,,,
Halo Manufacturing Incorporated,Benefit Corporation,FALSE,NV,,,
Halo Smart Labs,Benefit Corporation,FALSE,NC,North Carolina,United States,
Hammer And Heart LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Hammerheart Strength & Conditioning LLC,Benefit LLC,FALSE,OR,,,
"Hampton Roads Hyperbaric Therapy, Inc.",Benefit Corporation,FALSE,VA,Virginia,United States,
HAMZA & MADINA CORP.,Benefit Corporation,FALSE,NY,,,
Han Hung Corporation,Benefit Corporation,FALSE,NV,,,
"Hana Like No Ka Oi, Inc.",Benefit Corporation,FALSE,HI,,,
Hanagal Inc.,Benefit Corporation,FALSE,NV,,,
"Hand, Made Prosthetics Co.",Benefit Corporation,FALSE,DE,,,
Handcrafted Financial Values LLC,Benefit LLC,FALSE,OR,,,
HandUp,Benefit Corporation,FALSE,DE,California,United States,www.handup.org
Hans Medical Supply Inc,Benefit Corporation,FALSE,CO,,,
"Hans U.S., PBC",Benefit Corporation,FALSE,DE,,,
HANSONS TRUCKING CO CORP,Benefit Corporation,FALSE,NY,,,
Hapko Inc.,Benefit Corporation,FALSE,NV,,,
"Happy Face Education Center, Inc",Benefit Corporation,FALSE,OR,,,
Happy Joe'S Farm,Benefit Corporation,FALSE,IL,Illinois,United States,www.happyjoesfarm.org
Happy Life Adult Day Care Center Inc.,Benefit Corporation,FALSE,NV,,,
Happy Painting Inc,Benefit Corporation,FALSE,CO,,,
Happy Valley Care LLC,Benefit LLC,FALSE,OR,,,
"Harbor Clean Fuel, Inc.",Benefit Corporation,FALSE,NV,,,
"Harmoni Labs, Inc.",Benefit Corporation,FALSE,DE,,,
Harmoniq Health Systems Corporation,Benefit Corporation,FALSE,DE,,,
"Harmony & Me Music, LLC",Benefit LLC,FALSE,OR,,,
Harmony Homescapes LLC,Benefit LLC,FALSE,OR,,,
HAROON CORP,Benefit Corporation,FALSE,NY,,,
"Harper Flynn Enterprise, Inc.",Benefit Corporation,FALSE,NV,,,
Harper Jean LLC,Benefit LLC,FALSE,OR,,,
HARRY GUIRAND RADIO HOST INC,Benefit Corporation,FALSE,NY,,,
Hartford Athletic Club,Benefit Corporation,FALSE,CT,Connecticut,United States,
Harvan Usa Inc,Benefit Corporation,FALSE,NV,,,
"Hatch Oregon, LLC",Benefit LLC,FALSE,OR,,,hatchoregon.com/
Havana Transport LLC,Benefit LLC,FALSE,OR,,,
Have A Standard Foundation,Benefit Corporation,FALSE,TN,Tennessee,United States,
"Havens Acupuncture, LLC",Benefit Corporation,FALSE,OR,,,
"Hawaii All Rugby Promotions, Inc.",Benefit Corporation,FALSE,HI,Hawaii,United States,
Hawaii Bbq Dnv Inc.,Benefit Corporation,FALSE,NV,,,
Hawaiian Electric Vehicle Network,Benefit Corporation,FALSE,HI,Hawaii,United States,www.hevn.net
Hawaiian Standard Incorporated,Benefit Corporation,FALSE,HI,Hawaii,United States,www.standardelectric.com
Hawes Consulting LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.jthawes.com
Hawkswing LLC,Benefit LLC,FALSE,OR,,,
Hay Properties Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Hay Ya Farms LLC,Benefit LLC,FALSE,OR,,,
Haz LLC DBA ANY LAB TEST NOW,Benefit Corporation,FALSE,DE,Delaware,United States,
Hazel Lane,Benefit Corporation,FALSE,CA,California,United States,hazelln.com
HBC Health Solutions Inc,Benefit Corporation,FALSE,NV,,,
Hc Holding Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Hc Smart Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Hcb Secured Payment Systems, Benefit LLC.",Benefit LLC,FALSE,MD,Maryland,United States,
"HDA Global, Inc.",Benefit Corporation,FALSE,NV,,,
"Hds Clean Air Capital, Inc.",Benefit Corporation,FALSE,NV,,,
Head Canndy LLC.,Benefit LLC,FALSE,OR,,,
"Heads Technology, Inc.",Benefit Corporation,FALSE,DE,,,
Headwater Foods,Benefit Corporation,TRUE,NY,New York,United States,headwaterfoodhub.com
Heady Views Co.,Benefit Corporation,FALSE,OR,,,
Healing Hounds Service Dogs LLC,Benefit LLC,FALSE,OR,,,
Healing Sanctuary LLC,Benefit LLC,FALSE,OR,,,
"Health Anonymous, A Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,www.healthanon.org
Health At Home Inc,Benefit Corporation,FALSE,DE,,,
"Health Care Justice Foundation, PBC",Benefit Corporation,FALSE,DE,,,
"Healthier By Design, A Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
"Healthmania, PBC",Benefit Corporation,FALSE,DE,California,United States,healthmaniainc.com
"Healthruwords, PBC",Benefit Corporation,FALSE,DE,,,
"Healthventure Holdings, Inc.",Benefit Corporation,FALSE,CT,Conneticut,,
Healthy Asylum,Benefit Corporation,FALSE,NV,,,
Healthy Eating Made Possible LLC,Benefit LLC,FALSE,OR,,,
Healthy Grillz Dental Hygiene PBC,Benefit Corporation,FALSE,CO,,,
Healthy Harvest Foundation,Benefit Corporation,FALSE,NV,,,
Healthy Markets,Benefit LLC,FALSE,MD,,United States,
Healthy Options Professional Endeavor LLC,Benefit LLC,FALSE,OR,,,
"Heart & Soul Properties, Inc.",Benefit Corporation,FALSE,NV,,,
"Heart Feather, Inc.",Benefit Corporation,FALSE,SC,,,
Heartland Forest LLC,Benefit Corporation,FALSE,OR,,,
HeathARC Benefit Corporation,Benefit Corporation,FALSE,NJ,New Jersey,United States,
"Heaven Sent Industries, PBC",Benefit Corporation,FALSE,DE,,,heavensentindustries.com
"Heaven Supplies, LLC",Benefit LLC,FALSE,OR,,,
Helge Hellberg Inc.,Benefit Corporation,FALSE,CA,California,United States,
Heller Consulting,Benefit Corporation,TRUE,CA,California,United States,www.teamheller.com
Help First,Benefit Corporation,FALSE,LA,,,
Help Me Pledge,Benefit Corporation,FALSE,CO,,,
Helper LLC,Benefit LLC,FALSE,OR,,,
Helping Hands Early Care And Education Corp,Benefit Corporation,FALSE,CO,,,
Helping Others Help Themselves Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
"Hemex Health, Inc.",Benefit Corporation,FALSE,OR,,,
"Hemmydo, PBC",Benefit Corporation,FALSE,DE,,,
Hengmao Usa Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Henkels Law LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.actionnet.net
"Henriques Holdings, Inc.",Benefit Corporation,FALSE,NV,,,
"Hera Brand, Inc.",Benefit Corporation,FALSE,PA,,,
Here Come$ The Money Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Here Foods, Pbc",Benefit Corporation,FALSE,DE,,,
"Heronrest Consulting Services, LLC",Benefit LLC,FALSE,OR,,,
HeroX,Benefit Corporation,FALSE,DE,Delaware,United States,www.herox.com
"Hf Diy, PBC",Benefit Corporation,FALSE,DE,,,
Hgo Corporation,Benefit Corporation,FALSE,NV,,,
Hic General Corp.,Benefit Corporation,FALSE,NV,,,
"Hicks Accounting Service, Inc.",Benefit Corporation,FALSE,CO,,,
"Hie Of One, PBC",Benefit Corporation,FALSE,DE,Delaware,United States,
Hien Long Usa Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
"Higgins Ev Enterprises, Inc",Benefit Corporation,FALSE,CO,,,
"High Desert Seed And Gardens, Inc.",Benefit Corporation,FALSE,CO,,,
High Desert Transportation 1 Inc,Benefit Corporation,FALSE,NV,,,
High Sierra Fuel Systems,Benefit Corporation,FALSE,NV,,,
"High Technology Council, PBC",Benefit Corporation,FALSE,DE,,,www.hightechnologycouncil.com
High Vibe Society Artisan Collective,Benefit Corporation,FALSE,CA,California,United States,
High-End Finishes & Construction LLC,Benefit LLC,FALSE,OR,,,
"Higher Ed Holdings, PBC",Benefit Corporation,FALSE,DE,,,
Higher Legal,Benefit Corporation,TRUE,CA,California,United States,www.higherlegal.com
Highmark Contracting Inc,Benefit Corporation,FALSE,CO,,,
Hikaed Corporation,Benefit Corporation,FALSE,NV,,,
Hilly Snow Company LLC,Benefit LLC,FALSE,OR,,,
Himalayan Holistic Health Inc.,Benefit Corporation,FALSE,DE,,,
Hisa Kawabe Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
"Hispanic Chamber Of E-Commerce, Inc.",Benefit Corporation,FALSE,CA,California,United States,www.hiseb.com
"Hive Companies, Inc.",Benefit Corporation,FALSE,DE,,,
"Hive Digital, Inc.",Benefit Corporation,FALSE,DE,North Carolina,United States,www.hivedigital.com
"Hive Global, Inc.",Benefit Corporation,FALSE,DE,,,hive.org
"Hive Living, Inc.",Benefit Corporation,FALSE,DE,,,
Hld Landscape & Design LLC,Benefit Corporation,FALSE,OR,,,
"Hollis, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
Hollywood Exchange Inc,Benefit Corporation,FALSE,CO,,,
Home Base Farm Market LLC,Benefit LLC,FALSE,OR,,,
Home Base Foods Corporation,Benefit Corporation,FALSE,OR,,,
Home Based Business Solutions Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Home By Jackie Inc,Benefit Corporation,FALSE,NV,,,
"Home Care Associates of Philadelphia, Inc.",Benefit Corporation,TRUE,PA,Pennsylvania,United States,homecareassociatespa.com
"Home Front Security And Benefits, PBC.",Benefit Corporation,FALSE,DE,,United States,homefrontsb.com
"Home Group Hawaii, Inc",Benefit Corporation,FALSE,HI,Hawaii,United States,
Home Run Home Solutions Corporation,Benefit Corporation,FALSE,OR,,,
HOME.BOOST.MODIFICATION CORP,Benefit Corporation,FALSE,NY,,,
